target,gene,class,mechanism,family,group,organism
blaPER-2_T,blaPER-2/14,betalactams,Class_A_betalactamases,PER,blaPER-2_T,Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Providencia Raoultella Rheinheimera Salmonella
blaPER-2_T.1,blaPER-2/14 ,betalactams,Class_A_betalactamases,PER,blaPER-2_T,Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Providencia Raoultella Rheinheimera Salmonella
blaPER-2_T.2,blaPER-2/14 ,betalactams,Class_A_betalactamases,PER,blaPER-2_T,Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Providencia Raoultella Rheinheimera Salmonella
blaPER-6,blaPER-6,betalactams,Class_A_betalactamases,PER,blaPER-6,Aeromonas Rheinheimera
blaPME_T,blaPME-1,betalactams,Class_A_betalactamases,PME,blaPME_T,Aeromonas Alcaligenes Burkholderia Citrobacter Morganella Pseudomonas Stenotrophomonas
blaPME_T.1,blaPME-1,betalactams,Class_A_betalactamases,PME,blaPME_T,Aeromonas Alcaligenes Burkholderia Citrobacter Morganella Pseudomonas Stenotrophomonas
blaPME_T.2,blaPME-1,betalactams,Class_A_betalactamases,PME,blaPME_T,Aeromonas Alcaligenes Burkholderia Citrobacter Morganella Pseudomonas Stenotrophomonas
blaPME_T.3,blaPME-1,betalactams,Class_A_betalactamases,PME,blaPME_T,Aeromonas Alcaligenes Burkholderia Citrobacter Morganella Pseudomonas Stenotrophomonas
blaPSE-1_or_CARB-2_T,blaCARB,betalactams,Class_A_betalactamases,CARB,blaPSE-1_or_CARB-2_T,Achromobacter Acinetobacter Aeromonas Alcaligenes Enterobacter Escherichia Klebsiella Morganella Oceanimonas Proteus Providencia Pseudomonas Salmonella Shewanella Vibrio
blaPSE-1_or_CARB-2_T.1,blaCARB,betalactams,Class_A_betalactamases,CARB,blaPSE-1_or_CARB-2_T,Achromobacter Acinetobacter Aeromonas Alcaligenes Enterobacter Escherichia Klebsiella Morganella Oceanimonas Proteus Pseudomonas Salmonella Shewanella Vibrio
blaPSE-1_or_CARB-2_T.2,blaCARB,betalactams,Class_A_betalactamases,CARB,blaPSE-1_or_CARB-2_T,Achromobacter Acinetobacter Aeromonas Alcaligenes Enterobacter Escherichia Klebsiella Morganella Oceanimonas Proteus Pseudomonas Salmonella Shewanella Vibrio
blaPSE-1_or_CARB-2_T.3,blaCARB,betalactams,Class_A_betalactamases,CARB,blaPSE-1_or_CARB-2_T,Achromobacter Acinetobacter Alcaligenes Comamonas Enterobacter Escherichia Klebsiella Morganella Oceanimonas Proteus Providencia Pseudomonas Salmonella Shewanella Vibrio
blaRAHN_T,blaRAHN,betalactams,Class_A_betalactamases,RAHN,blaRAHN_T,Rahnella 
blaRAHN_T.1,blaRAHN,betalactams,Class_A_betalactamases,RAHN,blaRAHN_T,Rahnella
blaRAHN_T.2,blaRAHN,betalactams,Class_A_betalactamases,RAHN,blaRAHN_T,Rahnella 
blaRAHN_T.3,blaRAHN,betalactams,Class_A_betalactamases,RAHN,blaRAHN_T,Rahnella
blaROB_T,blaROB,betalactams,Class_A_betalactamases,ROB,blaROB_T,Actinobacillus Bergeyella Bibersteinia Escherichia Glaesserella Haemophilus Lysinibacillus Mannheimia Moraxella Neisseria Pasteurella Pasteurellaceae Salmonella Wielerella [Pasteurella] 
blaROB_T.1,blaROB,betalactams,Class_A_betalactamases,ROB,blaROB_T,Actinobacillus Bergeyella Bibersteinia Escherichia Glaesserella Haemophilus Lysinibacillus Mannheimia Moraxella Neisseria Pasteurella Pasteurellaceae Salmonella Wielerella [Pasteurella] 
blaROB_T.2,blaROB,betalactams,Class_A_betalactamases,ROB,blaROB_T,Actinobacillus Bergeyella Bibersteinia Escherichia Glaesserella Haemophilus Lysinibacillus Mannheimia Moraxella Neisseria Pasteurella Pasteurellaceae Salmonella Wielerella [Pasteurella] 
blaSCO_T,blaSCO-1,betalactams,Class_A_betalactamases,SCO,blaSCO_T,Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Morganella Proteus Providencia Pseudomonas Salmonella Serratia Shigella Vibrio 
blaSCO_T.1,blaSCO-1,betalactams,Class_A_betalactamases,SCO,blaSCO_T,Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Morganella Proteus Providencia Pseudomonas Salmonella Serratia Shigella Vibrio 
blaSCO_T.2,blaSCO-1,betalactams,Class_A_betalactamases,SCO,blaSCO_T,Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Morganella Proteus Providencia Pseudomonas Salmonella Serratia Shigella Vibrio 
blaSFC_T,blaSFC,betalactams,Class_A_betalactamases,SFC,blaSFC_T,Serratia
blaSFH-1_T,blaSFH-1,betalactams,Class_B_betalactamases,SFH,blaSFH-1_T,Serratia
blaSFH-1_T.1,blaSFH-1,betalactams,Class_B_betalactamases,SFH,blaSFH-1_T,Serratia
blaSFH-1_T.2,blaSFH-1,betalactams,Class_B_betalactamases,SFH,blaSFH-1_T,Serratia
blaSFO_T,blaSFO,betalactams,Class_A_betalactamases,SFO,blaSFO_T,Aeromonas Citrobacter Cronobacter Enterobacter Escherichia Klebsiella Leclercia Providencia Salmonella Serratia
blaSFO_T.1,blaSFO,betalactams,Class_A_betalactamases,SFO,blaSFO_T,Aeromonas Citrobacter Cronobacter Enterobacter Escherichia Klebsiella Leclercia Providencia Salmonella 
blaSHV-1_or_PIT_T,blaSHV,betalactams,Class_A_betalactamases,SHV,blaSHV-1_or_PIT_T,Acinetobacter Atlantibacter Citrobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Pluralibacter Providencia Pseudomonas Salmonella Serratia Staphylococcus
blaSHV-1_or_PIT_T.1,blaSHV,betalactams,Class_A_betalactamases,SHV,blaSHV-1_or_PIT_T,Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Morganella Pluralibacter Providencia Pseudomonas Salmonella Serratia Staphylococcus
blaSHV-16_NG,blaSHV-16,betalactams,Class_A_betalactamases,SHV,blaSHV-16_NG,Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Morganella Salmonella
blaSHV-203_NG,blaSHV,betalactams,Class_A_betalactamases,SHV,blaSHV-203_NG,Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Morganella Pluralibacter Providencia Pseudomonas Salmonella Serratia Staphylococcus
blaSHV-242_NG,blaSHV,betalactams,Class_A_betalactamases,SHV,blaSHV-242_NG,Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Morganella Pluralibacter Providencia Pseudomonas Salmonella Serratia Staphylococcus
blaSIM-1_T,blaSIM-1/2,betalactams,Class_B_betalactamases,SIM,blaSIM-1_T,Acinetobacter Enterobacter Klebsiella Pseudomonas
blaSIM-1_T.1,blaSIM-1/2,betalactams,Class_B_betalactamases,SIM,blaSIM-1_T,Acinetobacter Enterobacter Klebsiella Pseudomonas
blaSME_T,blaSME,betalactams,Class_A_betalactamases,SME,blaSME_T,Serratia
blaSME_T.1,blaSME,betalactams,Class_A_betalactamases,SME,blaSME_T,Pseudomonas Serratia
blaSME_T.2,blaSME,betalactams,Class_A_betalactamases,SME,blaSME_T,Pseudomonas Serratia
blaSME_T.3,blaSME,betalactams,Class_A_betalactamases,SME,blaSME_T,Serratia
blaSME_T.4,blaSME,betalactams,Class_A_betalactamases,SME,blaSME_T,Serratia
blaSPM-1_T,blaSPM-1,betalactams,Class_B_betalactamases,SPM,blaSPM-1_T,Acinetobacter Pseudomonas
blaSPM-1_T.1,blaSPM-1,betalactams,Class_B_betalactamases,SPM,blaSPM-1_T,Acinetobacter Pseudomonas
blaTEM-1_T,blaTEM,betalactams,Class_A_betalactamases,TEM,blaTEM-1_T,Acinetobacter Aeromonas Bacillus Burkholderia Campylobacter Citrobacter Clostridioides Clostridium Cronobacter Edwardsiella Elizabethkingia Enterobacter Enterococcus Escherichia Haemophilus Klebsiella Kluyvera_intermedia Listeria Morganella Mycobacterium Neisseria Pluralibacter Proteus Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Streptococcus Vibrio Yersinia
blaTEM-1_T.1,blaTEM,betalactams,Class_A_betalactamases,TEM,blaTEM-1_T,Acinetobacter Aeromonas Bacillus Burkholderia Campylobacter Citrobacter Clostridioides Clostridium Cronobacter Edwardsiella Elizabethkingia Enterobacter Enterococcus Escherichia Haemophilus Klebsiella Kluyvera_intermedia Listeria Morganella Mycobacterium Neisseria Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Streptococcus Vibrio Yersinia
blaTEM-1_T.2,blaTEM,betalactams,Class_A_betalactamases,TEM,blaTEM-1_T,Acinetobacter Aeromonas Bacillus Burkholderia Campylobacter Citrobacter Clostridioides Clostridium Cronobacter Edwardsiella Elizabethkingia Enterobacter Enterococcus Escherichia Gallibacterium Haemophilus Klebsiella Kluyvera_intermedia Listeria Morganella Mycobacterium Neisseria Pluralibacter Providencia Pseudomonas Raoultella Salmonella Serratia Shewanella Shigella Staphylococcus Streptococcus Vibrio Yersinia
blaTLA-1_T,blaTLA-1,betalactams,Class_A_betalactamases,TLA,blaTLA-1_T,Enterobacter Escherichia Serratia 
blaTLA-1_T.1,blaTLA-1,betalactams,Class_A_betalactamases,TLA,blaTLA-1_T,Enterobacter Escherichia Serratia 
blaTLA-1_T.2,blaTLA-1/3,betalactams,Class_A_betalactamases,TLA,blaTLA-1_T,Enterobacter Escherichia Serratia 
blaTLA-1_T.3,blaTLA-1,betalactams,Class_A_betalactamases,TLA,blaTLA-1_T,Enterobacter Escherichia Klebsiella Serratia
blaTMB_T,blaTMB-1/2,betalactams,Class_B_betalactamases,TMB,blaTMB_T,Achromobacter Acinetobacter Enterobacter
blaTMB_T.1,blaTMB-1/2,betalactams,Class_B_betalactamases,TMB,blaTMB_T,Achromobacter Acinetobacter Enterobacter
blaTUS_T,blaTUS-1,betalactams,Class_B_betalactamases,TUS,blaTUS_T,Myroides
blaTUS_T.1,blaTUS-1,betalactams,Class_B_betalactamases,TUS,blaTUS_T,Myroides
blaVEB-1_T,blaVEB,betalactams,Class_A_betalactamases,VEB,blaVEB-1_T,Acinetobacter Aeromonas Aliarcobacter Citrobacter Edwardsiella Enterobacter Escherichia Klebsiella Morganella Pasteurella Proteus Providencia Pseudomonas Salmonella Shewanella Vibrio Wohlfahrtiimonas bacterium 
blaVEB-1_T.1,blaVEB,betalactams,Class_A_betalactamases,VEB,blaVEB-1_T,Acinetobacter Aeromonas Aliarcobacter Citrobacter Edwardsiella Enterobacter Escherichia Klebsiella Morganella Providencia Pseudomonas Salmonella Shewanella Vibrio Wohlfahrtiimonas bacterium 
blaVEB-1_T.2,blaVEB,betalactams,Class_A_betalactamases,VEB,blaVEB-1_T,Acinetobacter Aeromonas Citrobacter Edwardsiella Enterobacter Escherichia Klebsiella Morganella Proteus Providencia Pseudomonas Salmonella Serratia Shewanella Vibrio Wohlfahrtiimonas 
blaVIM-2_T,blaVIM,betalactams,Class_B_betalactamases,VIM,blaVIM-2_T,Acinetobacter Citrobacter Ectopseudomonas Enterobacter Escherichia Klebsiella Morganella Providencia Pseudomonadaceae Pseudomonas Serratia
blaVIM-2_T.1,blaVIM,betalactams,Class_B_betalactamases,VIM,blaVIM-2_T,Acinetobacter Citrobacter Ectopseudomonas Enterobacter Escherichia Klebsiella Morganella Providencia Pseudomonadaceae Pseudomonas Serratia
blaVIM-7_T,blaVIM-7/61/69,betalactams,Class_B_betalactamases,VIM,blaVIM-7_T,Pseudomonas
blaVIM-7_T.1,blaVIM-7/61/69,betalactams,Class_B_betalactamases,VIM,blaVIM-7_T,Pseudomonas
blaVIM-7_T.2,blaVIM-7/61/69,betalactams,Class_B_betalactamases,VIM,blaVIM-7_T,Pseudomonas
blaZ_or_PC1_T.1,blaZ,betalactams,Class_A_betalactamases,BLAZ,blaZ_T,Acinetobacter Bacillus Campylobacter Clostridioides Enterobacter Enterococcus Escherichia Klebsiella Listeria Mycobacterium Neisseria Providencia Pseudomonas Salmonella Serratia Staphylococcus Streptococcus Vibrio
blaZ_T,blaZ,betalactams,Class_A_betalactamases,BLAZ,blaZ_T,Acinetobacter Bacillus Campylobacter Clostridioides Enterobacter Enterococcus Escherichia Klebsiella Listeria Mycobacterium Neisseria Providencia Pseudomonas Salmonella Serratia Staphylococcus Streptococcus Vibrio
blaZ_T.1,blaZ,betalactams,Class_A_betalactamases,BLAZ,blaZ_T,Acinetobacter Bacillus Campylobacter Clostridioides Enterobacter Enterococcus Escherichia Klebsiella Listeria Mycobacterium Neisseria Providencia Pseudomonas Salmonella Serratia Staphylococcus Streptococcus Vibrio
blaZ_T.2,blaZ,betalactams,Class_A_betalactamases,BLAZ,blaZ_T,Acinetobacter Bacillus Campylobacter Clostridioides Enterobacter Enterococcus Escherichia Klebsiella Listeria Mycobacterium NA Neisseria Providencia Pseudomonas Salmonella Serratia Staphylococcus Streptococcus Vibrio
bleMBL_NT,ble-MBL,Glycopeptides,Bleomycin_resistance_protein,BRP,bleMBL_NT,Acinetobacter Aeromonas Bordetella Citrobacter Comamonas Enterobacter Escherichia Klebsiella Leclercia Morganella Proteus Providencia Pseudomonas Salmonella Serratia Shigella Stenotrophomonas Vibrio
carA_NT,car(A),Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,CARA,carA_NT,Streptomyces
cat_NT,catA4,Phenicol,Chloramphenicol_acetyltransferases,CATA,cat_NT,Proteus
cat_pSCS5_NT,catA8,Phenicol,Chloramphenicol_acetyltransferases,CATA,cat_pSCS5_NT,Enterococcus Glaesserella Lactobacillus Lactococcus Listeria Staphylococcus Streptococcus 
cat_pSCS5_NT.1,catA8,Phenicol,Chloramphenicol_acetyltransferases,CATA,cat_pSCS5_NT,Enterococcus Glaesserella Lactobacillus Lactococcus Ligilactobacillus Listeria Staphylococcus Streptococcus
cat_pSCS7_NT,catA8,Phenicol,Chloramphenicol_acetyltransferases,CATA,cat_pSCS7_NT,Abyssicoccus Enterococcus Glaesserella Lactobacillus Lactococcus Ligilactobacillus Listeria Staphylococcus Streptococcus
cat_pSCS7_NT.1,catA8,Phenicol,Chloramphenicol_acetyltransferases,CATA,cat_pSCS7_NT,Abyssicoccus Enterococcus Glaesserella Lactobacillus Lactococcus Listeria Staphylococcus Streptococcus 
cat.C.coli_NT,catA13,Phenicol,Chloramphenicol_acetyltransferases,CAT,cat.C.coli_NT,Aeromonas Campylobacter Clostridioides Clostridium Enterococcus Faecalibacterium Klebsiella Mannheimia Peptostreptococcus Salmonella 
catA1_NT,catA1,Phenicol,Chloramphenicol_acetyltransferases,CATA,catA1_NT,Acinetobacter Aeromonas Alcaligenes Bacillus Burkholderia Chlamydia Citrobacter Clostridioides Comamonas Cronobacter Cupriavidus Edwardsiella Enterobacter Enterococcus Escherichia Helicobacter Klebsiella Leclercia Legionella Listeria Morganella Neisseria Pluralibacter Proteus Providencia Pseudomonas Salmonella Serratia Shewanella Shigella Staphylococcus Streptococcus Vibrio Yersinia
catA2_NT,catA2,Phenicol,Chloramphenicol_acetyltransferases,CATA,catA2_NT,Acinetobacter Aeromonas Citrobacter Cronobacter Edwardsiella Enterobacter Escherichia Haemophilus Klebsiella Kluyvera_intermedia Legionella Morganella Neisseria Pasteurella Photobacterium Pluralibacter Providencia Pseudomonas Rheinheimera Salmonella Serratia Shewanella Staphylococcus Vibrio
catA3_NT,catA3,Phenicol,Chloramphenicol_acetyltransferases,CATA,catA3_NT,Actinobacillus Aeromonas Bibersteinia Edwardsiella Escherichia Gallibacterium Glaesserella Klebsiella Mannheimia Pasteurella Proteus Providencia Pseudomonas Salmonella Serratia Vibrio [Pasteurella] 
catB_NT,catB,Phenicol,Chloramphenicol_acetyltransferases,CAT,catB_NT,Clostridium Parabacteroides
catB1_NT,catB1,Phenicol,Chloramphenicol_acetyltransferases,CAT,catB1_NT,Agrobacterium
catB2_NT,catB2,Phenicol,Chloramphenicol_acetyltransferases,CAT,catB2_NT,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera Leclercia Morganella Neisseria Nitratidesulfovibrio Pasteurella Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Shewanella Staphylococcus Vibrio Yersinia 
catB7_NT,catB7,Phenicol,Chloramphenicol_acetyltransferases,CAT,catB7_NT,Escherichia Klebsiella Morganella Pseudomonas Staphylococcus
catB7_NT.1,catB7,Phenicol,Chloramphenicol_acetyltransferases,CAT,catB7_NT,Escherichia Klebsiella Morganella Pseudomonas Staphylococcus
catB9_NT,catB9,Phenicol,Chloramphenicol_acetyltransferases,CATB,catB9_NT,Escherichia Vibrio
catP_NT,catP/D,Phenicol,Chloramphenicol_acetyltransferases,CATP,catP_NT,Avibacterium Clostridioides Clostridium Faecalibacterium Haemophilus Intestinibacillus Neisseria Paenibacillus Pasteurella Streptococcus
catPC221_NT,catA7,Phenicol,Chloramphenicol_acetyltransferases,CATA,catPC221_NT,Brevibacillus Enterococcus Gallibacterium Klebsiella Mammaliicoccus Staphylococcus Streptococcus Vagococcus
catQ_NT,catA16,Phenicol,Chloramphenicol_acetyltransferases,CAT,catQ_NT,Anaerocolumna Clostridioides Clostridium Pseudomonas Streptococcus 
catS_NT,catS,Phenicol,Chloramphenicol_acetyltransferases,CATS,catS_NT,Anaerostipes Enterocloster Faecalibacterium Haemophilus Neisseria Parvimonas Streptococcus [Haemophilus] 
catS_NT.1,catS,Phenicol,Chloramphenicol_acetyltransferases,CATS,catS_NT,Anaerostipes Enterocloster Faecalibacterium Haemophilus Neisseria Parvimonas Streptococcus [Haemophilus] 
catTC_NT,catA9/cat-TC,Phenicol,Chloramphenicol_acetyltransferases,CATA,catTC_NT, Bacillus Campylobacter Enterococcus Escherichia Jeotgalibaca Latilactobacillus Limosilactobacillus Staphylococcus Streptococcus Virgibacillus
cepA_NT,cepA,betalactams,Class_A_betalactamases,CEPA,cepA_NT,Bacteroides Escherichia 
cfr_NT,cfr,Multi-drug_resistance,MDR_23S_ribosomal_RNA_methyltransferase,CFRA,cfr_NT,Bacillus Citrobacter Clostridioides Clostridium Enterococcus Escherichia Klebsiella Leclercia Lysinibacillus Mammaliicoccus Morganella Pasteurella Phocicoccus Proteus Providencia Salmonella Staphylococcus Streptococcus Vibrio
cfxA_NT,cfxA,betalactams,Class_A_betalactamases,CFX,cfxA_NT,Bacteroidales Bacteroides Butyricimonas Campylobacter Capnocytophaga Clostridioides Elizabethkingia Escherichia Hoylesella Odoribacteraceae Parabacteroides Phocaeicola Porphyromonas Prevotella Salmonella Segatella Veillonella 
cfxA6_NT,cfxA6,betalactams,Class_A_betalactamases,CFX,cfxA6_NT,Bacteroides Prevotella Segatella 
cmeB_NT,cmeB,Drug_and_biocide_and_metal_resistance,rug_and_biocide_and_metal_RND_efflux_pumps,CMEB,cmeB_NT,Campylobacter
cmlA1_NT,cmlR,Phenicol,Phenicol_resistance_MFS_efflux_pumps,CMLR,cmlA1_NT,Streptomyces
cmlv_NT,cmlv,Phenicol,Chloramphenicol_phosphotransferase,CMLV,cmlv_NT,Streptomyces
cmlv_NT.1,cmlv,Phenicol,Chloramphenicol_phosphotransferase,CMLV,cmlv_NT,Streptomyces
cmr_or_cmx_NT,cmx,Phenicol,Phenicol_resistance_MFS_efflux_pumps,CMX,cmr_or_cmx_NT,Achromobacter Acinetobacter Aeromonas Arthrobacter Bifidobacterium Burkholderia Cellulosimicrobium Citricoccus Comamonas Corynebacterium Deinococcus Dermabacter Enterobacter Escherichia Glutamicibacter Klebsiella Laribacter Microbacterium Micrococcus Propionibacterium Proteus Providencia Pseudomonas Salmonella Schaalia Serratia Shewanella Staphylococcus Stenotrophomonas Streptococcus Trueperella Vibrio 
cmr.C.glutamicum_NT,cmr.C.glutamicum,Multi-drug_resistance,Multi-drug_MFS_efflux_pumps,CMR,cmr.C.glutamicum_NT,Corynebacterium [Brevibacterium]
cmr.E.coli_NT,mdfA,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,MDFA,cmr.E.coli_NT,Citrobacter Enterobacter Escherichia Klebsiella Salmonella Shigella
cmr.E.coli_NT.1,mdfA,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,MDFA,cmr.E.coli_NT,Citrobacter Enterobacter Escherichia Klebsiella Salmonella Shigella
cmrA_NT,cmrA,Phenicol,Phenicol_resistance_MFS_efflux_pumps,CMRA,cmrA_NT,Rhodococcoides Rhodococcus
cphA_NT,cphA,betalactams,Class_B_betalactamases,CPHA,cphA_NT,Aeromonas Vibrio
cumA_NT,hugA,betalactams,Class_A_betalactamases,HUGA,cumA_NT,Escherichia Proteus Providencia Vibrio
cumA_NT.1,hugA,betalactams,Class_A_betalactamases,HUGA,cumA_NT,Escherichia Proteus Providencia Vibrio
dfrA_NT,dfrS1,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA_NT,Corynebacterium Enterococcus Serratia Staphylococcus Streptococcus
dfrA_NT.1,dfrA25,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA_NT,Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Kluyvera Kluyvera_intermedia Proteus Providencia Pseudomonas Salmonella Serratia 
dfrA10_NT,dfrA10,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA10_NT,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Morganella Proteus Providencia Pseudomonas Salmonella Vibrio
dfrA13_NT,dfrA13/21,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA13_NT,Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera Pseudomonas Salmonella Serratia 
dfrA14_NT,dfrA14,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA14_NT,Acinetobacter Aeromonas Burkholderia Citrobacter Cronobacter Edwardsiella Enterobacter Escherichia Histophilus Klebsiella Kluyvera_intermedia Leclercia Mannheimia Morganella Oceanimonas Pasteurella Pluralibacter Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Shewanella Shigella Staphylococcus Stenotrophomonas Trabulsiella Vibrio Yersinia
dfrA15_NT,dfrA15,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA15_NT,Acinetobacter Aeromonas Alcaligenes Campylobacter Citrobacter Corynebacterium Enterobacter Escherichia Klebsiella Kluyvera_intermedia Morganella Proteus Providencia Pseudoalteromonas Pseudomonas Salmonella Shewanella Shigella Stenotrophomonas Vibrio 
dfrA16_NT,dfrA16,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA16_NT,Acinetobacter Actinobacillus Aeromonas Citrobacter Comamonas Corynebacterium Delftia Enterobacter Escherichia Klebsiella Kluyvera_intermedia Kocuria Microbacterium Mixta Morganella Pluralibacter Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Shewanella Staphylococcus Thauera Vibrio 
dfrA17_NT,dfrA17,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA17_NT,Acinetobacter Aeromonas Alcaligenes Burkholderia Citrobacter Cronobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Laribacter Listeria Morganella Pasteurella Pluralibacter Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Shigella Staphylococcus Vibrio Yersinia 
dfrA18_NT,dfrA18,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA18_NT,Klebsiella Vibrio 
dfrA19_NT,dfrA19,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA19_NT,Acinetobacter Aeromonas Citrobacter Cronobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Leclercia Morganella Pluralibacter Proteus Providencia Pseudescherichia Pseudomonas Raoultella Salmonella Serratia Vibrio
dfrA20_NT,dfrA20,Trimethoprim,Dihydrofolate_reductase,DFRA ,dfrA20_NT,Acinetobacter Klebsiella Pasteurella Providencia
dfrA21_NT,dfrA,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA21_NT,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera Morganella Providencia Pseudomonas Salmonella Serratia Staphylococcus Vibrio 
dfrA21_NT.1,dfrA21,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA21_NT,Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera Kluyvera_intermedia Providencia Pseudomonas Salmonella Serratia Shewanella 
dfrA23_NT,dfrA,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA23_NT,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera Morganella Providencia Pseudomonas Salmonella Serratia Staphylococcus Vibrio 
dfrA24_NT,dfrA24,Trimethoprim,Dihydrofolate_reductase,DFRA ,dfrA24_NT,Escherichia Morganella
dfrA26_NT,dfrA26,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA26_NT,Citrobacter Enterobacter Escherichia Klebsiella
dfrA27_NT,dfrA27/28,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA27_NT,Acinetobacter Aeromonas Citrobacter Comamonas Edwardsiella Enterobacter Escherichia Klebsiella Laribacter Leclercia Morganella Photobacterium Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Shigella Vibrio
dfrA29_NT,dfrA29,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA29_NT,Citrobacter Enterobacter Escherichia Klebsiella Salmonella 
dfrA3_NT,dfrA3,Trimethoprim,Dihydrofolate_reductase,DFRA ,dfrA3_NT,Escherichia
dfrA30_NT,dfrA30,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA30_NT,Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Morganella Providencia Pseudomonas Salmonella Serratia Vibrio bacterium
dfrA32_NT,dfrA32,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA32_NT,Acinetobacter Actinobacillus Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Laribacter Morganella Pasteurella Proteus Providencia Pseudoalteromonas Pseudomonas Salmonella Shinella Vibrio 
dfrA3b_NT,dfrA3b,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA3b_NT,Citrobacter Escherichia Klebsiella Proteus Shigella
dfrA47_NG,dfrA47,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA47_NG,Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera Pseudomonas Salmonella Serratia Vibrio 
dfrA5_NT,dfrA5,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA5_NT,Acinetobacter Aeromonas Citrobacter Comamonas Cronobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Morganella Proteus Providencia Pseudomonas Salmonella Serratia Shewanella Shigella Stenotrophomonas Vibrio 
dfrA6_NT,dfrA6,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA6_NT,Acinetobacter Actinobacillus Escherichia Klebsiella Melaminivora Proteus Providencia Pseudomonas Rheinheimera Stutzerimonas Vibrio 
dfrA7_NT,dfrA7,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA7_NT,Acinetobacter Aeromonas Citrobacter Cronobacter Enterobacter Escherichia Klebsiella Morganella Providencia Pseudomonas Salmonella Serratia Shigella Vibrio
dfrA8_NT,dfrA8,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA8_NT,Citrobacter Enterobacter Escherichia Klebsiella Morganella Providencia Pseudomonas Salmonella Serratia Shewanella Shigella Staphylococcus Vibrio 
dfrA9_NT,dfrA9,Trimethoprim,Dihydrofolate_reductase,DFRA,dfrA9_NT,Escherichia
dfrB_NT,dfrB,Trimethoprim,Dihydrofolate_reductase,DFRB,dfrB_NT,Aeromonas Enterobacter Escherichia Klebsiella Methylorubrum Pseudomonas
dfrB_NT.1,dfrB,Trimethoprim,Dihydrofolate_reductase,DFRB,dfrB_NT,Aeromonas Enterobacter Escherichia Klebsiella Methylorubrum Pseudomonas
